id,text,numeric_labels,sexist,predicted_label_1,correct_yx,predicted_label_2,predicted_label_3,predicted_label_4,predicted_label_5,average_pvi,average_el2n,average_vog,misclassification_number
9749,I don't know ANY genuine female nerds... who watch The View. #Thor,0,False,LABEL_1,False,LABEL_1,LABEL_1,LABEL_1,LABEL_1,-1.2366640727396685,0.8685897827148438,-0.8328069530592404,5
957,"Random dude: Wow, you're really tall for a girl! How'd you get so tall, baby?

Me:  Miracle Gro.",0,False,LABEL_1,False,LABEL_1,LABEL_1,LABEL_1,LABEL_1,-1.0416095491320454,0.7954393744468689,-0.832571841955847,5
655,MENTION1775 has fMRI hooked up to all women's brains while driving,0,False,LABEL_0,True,LABEL_0,LABEL_0,LABEL_1,LABEL_1,-0.7296839482195695,0.63718883395195,-0.8339718422318908,2
8319,"MENTION356 I am not terrfied of woman. Outside for relationships, I treat women exacly how I… https://t.co/U3UaOHVgme",0,False,LABEL_1,False,LABEL_1,LABEL_1,LABEL_1,LABEL_1,-1.3463407028600698,0.9125620245933532,-0.8309932801338945,5
3148,"Every day I'm reminded that the most dangerous men are not the ""lol women can't drive"" crew, but the ""I'm not sexist, but"" DERAILMENT crowd.",0,False,LABEL_1,False,LABEL_1,LABEL_1,LABEL_1,LABEL_1,-1.239203769825736,0.8751685738563537,-0.8324543119340305,5
1076,"MENTION1595 And men just pretend they know everything, especially when they don't.",0,False,LABEL_1,False,LABEL_1,LABEL_1,LABEL_1,LABEL_0,-1.066465824589879,0.801316773891449,-0.8325675915276735,4
11458,I think women have a right to be angry when they are referred to as ‘broad’,0,False,LABEL_1,False,LABEL_1,LABEL_1,LABEL_1,LABEL_1,-1.8606982441007616,1.061931109428406,-0.8343641327335135,5
6627,girls love tetris,0,False,LABEL_1,False,LABEL_1,LABEL_1,LABEL_1,LABEL_1,-1.2112932848270708,0.8633787751197814,-0.8343835020893821,5
2755,Is 5'10 tall for a girl,0,False,LABEL_1,False,LABEL_1,LABEL_1,LABEL_1,LABEL_1,-1.9625023640607984,1.0861274242401122,-0.8344815452078691,5
4724,"#YesAllWomen know men hate us, and try to carve a life out from what remains when you subtract our daily fear, rage, despair.",0,False,LABEL_0,True,LABEL_0,LABEL_0,LABEL_1,LABEL_1,-0.4698911471965107,0.4635897815227509,-0.8339290610563109,2
